frame_id,boundary_name,fValidLengthMeter,fDistanceMeter,fYawAngleRad,fCurvature,fCurvatureRate,lane_type,fCorrectedPitch,polynomial[0],polynomial[1],polynomial[2],polynomial[3],Unnamed: 13
1690794354000128,road_boundary_left,28.113001,2.086198,0.00038,0.000524,0.0,1,-0.039476,-2.086198,-0.00038,-0.000262,-0.0,
1690794354499832,ego_right,21.559702,-1.807161,0.016642,-0.000508,0.0,1,-0.038189,1.807161,-0.016643,0.000254,-0.0,
1690794354499832,ego_left,17.581734,1.251419,0.005125,-0.000259,0.0,1,-0.038189,-1.251419,-0.005125,0.000129,-0.0,
1690794354499832,adjacent_right,14.646576,-8.350236,0.014469,0.004466,0.0,1,-0.038189,8.350236,-0.01447,-0.002233,-0.0,
1690794354499832,road_boundary_right,31.13098,-13.313977,-0.011758,-2.4e-05,0.0,1,-0.038189,13.313977,0.011758,1.2e-05,-0.0,
1690794354499832,road_boundary_left,25.552517,2.039625,0.006081,-0.000414,0.0,1,-0.038189,-2.039625,-0.006081,0.000207,-0.0,
1690794354999842,ego_right,22.267694,-1.854893,0.012785,-0.000182,0.0,1,-0.042112,1.854893,-0.012786,9.1e-05,-0.0,
1690794354999842,ego_left,19.312593,1.265456,0.005783,-0.000146,0.0,1,-0.042112,-1.265456,-0.005783,7.3e-05,-0.0,
1690794354999842,adjacent_right,8.504486,-4.931173,0.068355,-0.01581,0.0,1,-0.042112,4.931173,-0.068462,0.007905,-0.0,
1690794354999842,road_boundary_left,31.418776,2.105814,0.00595,-0.000243,0.0,1,-0.042112,-2.105814,-0.00595,0.000122,-0.0,
1690794355500107,ego_right,25.222988,-1.872901,0.008663,-0.000512,0.0,1,-0.051278,1.872901,-0.008663,0.000256,-0.0,
1690794355500107,ego_left,21.639948,1.284446,0.005602,-1.5e-05,0.0,1,-0.051278,-1.284446,-0.005602,8e-06,-0.0,
1690794355500107,adjacent_right,7.465166,-4.98247,0.051988,-0.017058,0.0,1,-0.051278,4.98247,-0.052035,0.008529,-0.0,
1690794355500107,road_boundary_left,35.577965,2.170737,0.003972,0.000123,0.0,1,-0.051278,-2.170737,-0.003972,-6.1e-05,-0.0,
1690794355999990,ego_right,26.664158,-1.813981,-0.001795,-0.000283,0.0,1,-0.053354,1.813981,0.001795,0.000141,-0.0,
1690794355999990,ego_left,24.880508,1.282629,0.004437,0.000299,0.0,1,-0.053354,-1.282629,-0.004437,-0.00015,-0.0,
1690794355999990,road_boundary_left,40.683266,2.238786,-0.006719,0.000683,0.0,1,-0.053354,-2.238786,0.006719,-0.000341,-0.0,
1690794356500242,ego_right,26.133904,-1.791352,0.003915,-0.000419,0.0,1,-0.044158,1.791352,-0.003915,0.000209,-0.0,
1690794356500242,ego_left,25.513037,1.271901,8e-06,8.5e-05,0.0,1,-0.044158,-1.271901,-8e-06,-4.3e-05,-0.0,
1690794356500242,adjacent_right,9.064075,-7.349967,-0.036866,-0.00046,0.0,1,-0.044158,7.349967,0.036882,0.00023,-0.0,
1690794356500242,road_boundary_left,39.023548,2.133562,0.005963,-0.000431,0.0,1,-0.044158,-2.133562,-0.005963,0.000216,-0.0,
1690794356999831,ego_right,24.755678,-1.769787,0.002365,-0.00021,0.0,1,-0.044329,1.769787,-0.002365,0.000105,-0.0,
1690794356999831,ego_left,21.936436,1.243709,-0.003566,0.00012,0.0,1,-0.044329,-1.243709,0.003566,-6e-05,-0.0,
1690794356999831,road_boundary_left,33.519123,2.160126,-0.003774,-0.000203,0.0,1,-0.044329,-2.160126,0.003774,0.000101,-0.0,
1690794357499970,ego_right,25.128765,-1.805889,0.002184,9.3e-05,0.0,1,-0.042422,1.805889,-0.002184,-4.7e-05,-0.0,
1690794357499970,ego_left,23.219915,1.22578,-0.005075,0.000149,0.0,1,-0.042422,-1.22578,0.005075,-7.4e-05,-0.0,
1690794357499970,road_boundary_left,34.067703,2.139221,-0.005962,-0.000124,0.0,1,-0.042422,-2.139221,0.005962,6.2e-05,-0.0,
1690794358000151,ego_right,24.911129,-1.82647,0.000608,-0.000104,0.0,1,-0.044567,1.82647,-0.000608,5.2e-05,-0.0,
1690794358000151,ego_left,24.334974,1.209954,-0.003507,0.000172,0.0,1,-0.044567,-1.209954,0.003507,-8.6e-05,-0.0,
1690794358000151,road_boundary_left,45.818478,2.117626,0.002843,-0.000412,0.0,1,-0.044567,-2.117626,-0.002843,0.000206,-0.0,
1690794358499801,ego_right,25.666643,-1.82286,-0.000405,-0.000341,0.0,1,-0.045772,1.82286,0.000405,0.000171,-0.0,
1690794358499801,ego_left,28.475077,1.189928,-0.003773,0.000108,0.0,1,-0.045772,-1.189928,0.003773,-5.4e-05,-0.0,
1690794358499801,adjacent_right,24.474972,-8.001972,0.003018,0.00061,0.0,1,-0.045772,8.001972,-0.003018,-0.000305,-0.0,
1690794358499801,road_boundary_left,50.239235,2.18698,-0.008581,0.000202,0.0,1,-0.045772,-2.18698,0.008581,-0.000101,-0.0,
1690794358999799,ego_right,25.526434,-1.807775,-0.000698,-0.000448,0.0,1,-0.044384,1.807775,0.000698,0.000224,-0.0,
1690794358999799,ego_left,27.792587,1.174008,-0.005609,0.000319,0.0,1,-0.044384,-1.174008,0.005609,-0.000159,-0.0,
1690794358999799,adjacent_right,21.983604,-7.653324,0.013506,-0.00244,0.0,1,-0.044384,7.653324,-0.013507,0.00122,-0.0,
